Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell
2052,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/IntAttrNameParser.java,5.0.0,0
2053,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/keymaster/internal/InternalConfParamHelper.java,5.0.0,0
2054,SYNCOPE,fit/build-tools/src/main/java/com/icegreen/greenmail/util/InterruptableGreenMail.java,5.0.0,0
2055,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/attrvalue/InvalidPlainAttrValueException.java,5.0.0,0
2056,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ItemContainer.java,5.0.0,0
2057,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ItemTransformer.java,5.0.0,0
2058,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/ITImplementationLookup.java,5.0.0,0
2059,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/JaasAuthModuleConf.java,5.0.0,0
2060,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/info/JavaImplInfo.java,5.0.0,0
2061,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/JDBCAuthModuleConf.java,5.0.0,0
2062,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/password/JDBCPasswordManagementConf.java,5.0.0,0
2063,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/jexl/JexlFunctions.java,5.0.0,0
2064,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/JEXLItemTransformer.java,5.0.0,0
2065,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/JobAction.java,5.0.0,0
2066,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/JobDelegate.java,5.0.0,0
2067,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/JobExecutionContext.java,5.0.0,0
2068,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/JobExecutionException.java,5.0.0,0
2069,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/JobManager.java,5.0.0,0
2070,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/JobNamer.java,5.0.0,0
2071,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/JobStatus.java,5.0.0,0
2072,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/event/JobStatusEvent.java,5.0.0,0
2073,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/JobStatusUpdater.java,5.0.0,0
2074,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/JobTO.java,5.0.0,0
2075,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/JobType.java,5.0.0,0
2076,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/JPADomain.java,5.0.0,0
2077,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAEntityCacheDAO.java,5.0.0,0
2078,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAOIDCC4UIEntityFactory.java,5.0.0,0
2079,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/JPARuntimeDomainLoader.java,5.0.0,0
2080,SYNCOPE,ext/saml2sp4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPASAML2SP4UIEntityFactory.java,5.0.0,0
2081,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPATaskUtils.java,5.0.0,0
2082,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/JsonDiffPanel.java,5.0.0,0
2083,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/JWTAuthentication.java,5.0.0,0
2084,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/JWTAuthenticationFilter.java,5.0.0,0
2085,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/JWTAuthenticationHandler.java,5.0.0,0
2086,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/JWTSSOProvider.java,5.0.0,0
2087,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/KafkaBrokerStartStopListener.java,5.0.0,0
2088,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/KafkaInboundActions.java,5.0.0,0
2089,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/cxf/KafkaService.java,5.0.0,0
2090,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/KeycloakOIDCAuthModuleConf.java,5.0.0,0
2091,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/KeymasterConfParamLoader.java,5.0.0,0
2092,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/KeymasterException.java,5.0.0,0
2093,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/KeymasterProperties.java,5.0.0,0
2094,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/startstop/KeymasterStart.java,5.0.0,0
2095,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/startstop/KeymasterStop.java,5.0.0,0
2096,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/KeyPropertyColumn.java,5.0.0,0
2097,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/KeyValueReconFilterBuilder.java,5.0.0,0
2098,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/LabelPanel.java,5.0.0,0
2099,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/LDAPAuthModuleConf.java,5.0.0,0
2100,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/LDAPDependantAuthModuleConf.java,5.0.0,0
2101,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/password/LDAPPasswordManagementConf.java,5.0.0,0
2102,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/Line.java,5.0.0,0
2103,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/LineChartData.java,5.0.0,0
2104,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/LineChartOptions.java,5.0.0,0
2105,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/LineDataSet.java,5.0.0,0
2106,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/user/LinkedAccount.java,5.0.0,0
2107,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/layout/LinkedAccountForm.java,5.0.0,0
2108,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/layout/LinkedAccountFormLayoutInfo.java,5.0.0,0
2109,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/LinkedAccountPlainAttrProperty.java,5.0.0,0
2110,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/LinkedAccountSampleInboundCorrelationRuleConf.java,5.0.0,0
2111,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/LinkedAccountTO.java,5.0.0,0
2112,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/LinkedAccountUR.java,5.0.0,0
2113,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/filters/LinkRewriteGatewayFilterFactory.java,5.0.0,0
2114,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/ListResponse.java,5.0.0,0
2115,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/LiveSyncDeltaMapper.java,5.0.0,0
2116,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/LiveSyncJob.java,5.0.0,0
2117,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/LiveSyncTask.java,5.0.0,0
2118,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/LoggerConf.java,5.0.0,0
2119,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/LoggerConfOp.java,5.0.0,0
2120,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/api/LogicActions.java,5.0.0,0
2121,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/oidcc4ui/LoginResource.java,5.0.0,0
2122,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/LoginResource.java,5.0.0,0
2123,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Logout.java,5.0.0,0
2124,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/Logout.java,5.0.0,0
2125,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/oidcc4ui/LogoutResource.java,5.0.0,0
2126,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/LogoutResource.java,5.0.0,0
2127,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/LogoutRouteMatcher.java,5.0.0,0
2128,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/LogoutType.java,5.0.0,0
2129,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/LongPatchItem.java,5.0.0,0
2130,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/macro/MacroActions.java,5.0.0,0
2131,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/MacroTaskCommand.java,5.0.0,0
2132,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MacroTaskTO.java,5.0.0,0
2133,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/MailTemplate.java,5.0.0,0
2134,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/MailTemplateDAO.java,5.0.0,0
2135,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MailTemplateFormat.java,5.0.0,0
2136,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/MailTemplateRepo.java,5.0.0,0
2137,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/MailTemplateRepo.java,5.0.0,0
2138,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MailTemplateTO.java,5.0.0,0
2139,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/MalformedPathException.java,5.0.0,0
2140,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/MapChoiceRenderer.java,5.0.0,0
2141,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/MapOfListModel.java,5.0.0,0
2142,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/Mapping.java,5.0.0,0
2143,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MappingPurpose.java,5.0.0,0
2144,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/MappingUtils.java,5.0.0,0
2145,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/MariaDBEntityFactory.java,5.0.0,0
2146,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/MariaDBJPAAnySearchDAO.java,5.0.0,0
2147,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/MariaDBJPARealmSearchDAO.java,5.0.0,0
2148,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/MariaDBPersistenceContext.java,5.0.0,0
2149,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/MariaDBPlainSchemaRepoExtImpl.java,5.0.0,0
2150,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MatchingRule.java,5.0.0,0
2151,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MatchType.java,5.0.0,0
2152,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/Member.java,5.0.0,0
2153,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/MemberCond.java,5.0.0,0
2154,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Membership.java,5.0.0,0
2155,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/MembershipCond.java,5.0.0,0
2156,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MembershipTO.java,5.0.0,0
2157,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/MembershipUR.java,5.0.0,0
2158,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/MergeLinkedAccountsWizardModel.java,5.0.0,0
2159,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/MetadataResource.java,5.0.0,0
2160,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/head/MetaHeaderItem.java,5.0.0,0
2161,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/wicket/markup/head/MetaHeaderItem.java,5.0.0,0
2162,SYNCOPE,core/metrics-starter/src/main/java/org/apache/syncope/core/starter/MetricsContext.java,5.0.0,0
2163,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/Mfa.java,5.0.0,0
2164,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/MFAAuthModuleConf.java,5.0.0,0
2165,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MfaCheck.java,5.0.0,0
2166,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/MfaRestClient.java,5.0.0,0
2167,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/rest/MfaRestClient.java,5.0.0,0
2168,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/MfaService.java,5.0.0,0
2169,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/MfaServiceImpl.java,5.0.0,0
2170,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/wa/MfaTrustedDevice.java,5.0.0,0
2171,SYNCOPE,core/am/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/wa/MfaTrustStorageServiceImpl.java,5.0.0,0
2172,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/ModalPanel.java,5.0.0,0
2173,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/ModalPanelBuilder.java,5.0.0,0
2174,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/Mode.java,5.0.0,0
2175,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/ModelerPopupPage.java,5.0.0,0
2176,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/jws/MSEntraAccessTokenJWSVerifier.java,5.0.0,0
2177,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/MSEntraJWTSSOProvider.java,5.0.0,0
2178,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/MultiJarAwarePersistenceUnitPostProcessor.java,5.0.0,0
2179,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/MultiParentNode.java,5.0.0,0
2180,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/MultiParentNodeOp.java,5.0.0,0
2181,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/MySQLEntityFactory.java,5.0.0,0
2182,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/MySQLPersistenceContext.java,5.0.0,0
2183,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/MySQLPlainSchemaRepoExtImpl.java,5.0.0,0
2184,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/NamedEntityTO.java,5.0.0,0
2185,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jAnyMatchDAO.java,5.0.0,0
2186,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/Neo4jDomain.java,5.0.0,0
2187,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jFormPropertyDefRelationship.java,5.0.0,0
2188,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jImplementationRelationship.java,5.0.0,0
2189,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jMacroTaskCommandRelationship.java,5.0.0,0
2190,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jOIDCOpEntityDAO.java,5.0.0,0
2191,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jSortedRelationsihip.java,5.0.0,0
2192,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jTaskUtils.java,5.0.0,0
2193,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/NetworkService.java,5.0.0,0
2194,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/keymaster/NetworkServiceDAO.java,5.0.0,0
2195,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/keymaster/NetworkServiceEntity.java,5.0.0,0
2196,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NetworkServiceRepo.java,5.0.0,0
2197,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NetworkServiceRepo.java,5.0.0,0
2198,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NetworkServiceRepoExt.java,5.0.0,0
2199,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NetworkServiceRepoExt.java,5.0.0,0
2200,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NetworkServiceRepoExtImpl.java,5.0.0,0
2201,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/spring/NodeValidator.java,5.0.0,0
2202,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/NotFoundException.java,5.0.0,0
2203,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/NotificationDAO.java,5.0.0,0
2204,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/NotificationDataBinder.java,5.0.0,0
2205,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/notification/NotificationJobDelegate.java,5.0.0,0
2206,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationMailBody.java,5.0.0,0
2207,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/notification/NotificationManager.java,5.0.0,0
2208,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/NotificationPanel.java,5.0.0,0
2209,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NotificationRepo.java,5.0.0,0
2210,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NotificationRepo.java,5.0.0,0
2211,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NotificationRepoExt.java,5.0.0,0
2212,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NotificationRepoExt.java,5.0.0,0
2213,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NotificationRepoExtImpl.java,5.0.0,0
2214,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NotificationRepoExtImpl.java,5.0.0,0
2215,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/NotificationRestClient.java,5.0.0,0
2216,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/NotificationServiceImpl.java,5.0.0,0
2217,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/NotificationTask.java,5.0.0,0
2218,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/NotificationTaskTO.java,5.0.0,0
2219,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/NotificationTO.java,5.0.0,0
2220,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/task/Notify.java,5.0.0,0
2221,SYNCOPE,ext/saml2sp4ui/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/NullRequestedAuthnContextProvider.java,5.0.0,0
2222,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/info/NumbersInfo.java,5.0.0,0
2223,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/oauth2/OAuth2SecurityConfigUtils.java,5.0.0,0
2224,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/oauth2/OAuth2SessionRemovalServerLogoutHandler.java,5.0.0,0
2225,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/ObtainingJWTAuthenticationHandler.java,5.0.0,0
2226,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/OIDCApplicationType.java,5.0.0,0
2227,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/OIDCAuthModuleConf.java,5.0.0,0
2228,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/OIDCC4UIConsoleContext.java,5.0.0,0
2229,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/OIDCC4UIConstants.java,5.0.0,0
2230,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/oidc/OIDCC4UIContext.java,5.0.0,0
2231,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/OIDCC4UIEnduserContext.java,5.0.0,0
2232,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/types/OIDCC4UIEntitlement.java,5.0.0,0
2233,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/OIDCC4UIEntityFactory.java,5.0.0,0
2234,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/init/OIDCC4UILoader.java,5.0.0,0
2235,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/OIDCC4UILogicContext.java,5.0.0,0
2236,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/OIDCC4UIPersistenceContext.java,5.0.0,0
2237,SYNCOPE,ext/oidcc4ui/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/OIDCC4UIProviderActions.java,5.0.0,0
2238,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/validation/OIDCC4UIProviderCheck.java,5.0.0,0
2239,SYNCOPE,ext/oidcc4ui/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/OIDCC4UIProviderDataBinder.java,5.0.0,0
2240,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/OIDCC4UIProviderRepo.java,5.0.0,0
2241,SYNCOPE,ext/oidcc4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/OIDCC4UIProviderServiceImpl.java,5.0.0,0
2242,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/validation/OIDCC4UIProviderValidator.java,5.0.0,0
2243,SYNCOPE,ext/oidcc4ui/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/OIDCC4UIProvisioningContext.java,5.0.0,0
2244,SYNCOPE,ext/oidcc4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/OIDCC4UIRESTCXFContext.java,5.0.0,0
2245,SYNCOPE,ext/oidcc4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/OIDCC4UIServiceImpl.java,5.0.0,0
2246,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/OIDCC4UIUserTemplate.java,5.0.0,0
2247,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientBeforeLogout.java,5.0.0,0
2248,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/pages/OIDCClientBeforeLogout.java,5.0.0,0
2249,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/types/OIDCClientImplementationType.java,5.0.0,0
2250,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientLogin.java,5.0.0,0
2251,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/pages/OIDCClientLogin.java,5.0.0,0
2252,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientLogout.java,5.0.0,0
2253,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/pages/OIDCClientLogout.java,5.0.0,0
2254,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientSelfReg.java,5.0.0,0
2255,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/oidc/OIDCConstants.java,5.0.0,0
2256,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/oidc/OIDCLoginResponse.java,5.0.0,0
